,Card0,Card1,Card2,Card3,Card4,Card5,H/S,W/L,Answer,Final,P_Score,D_Score
11535,4S,3S,8S,,,,0.0,0.0,1.0,1.0,15,16
11536,4C,6S,,,,,0.0,0.0,1.0,1.0,10,17
11537,8H,7H,,,,,1.0,0.0,0.0,1.0,25,12
11538,KH,2C,,,,,1.0,1.0,1.0,0.0,21,6
11539,9S,4H,,,,,0.0,1.0,0.0,1.0,13,22
11540,2S,AD,,,,,0.0,1.0,0.0,1.0,13,10
11541,2S,8S,,,,,1.0,1.0,1.0,0.0,20,16
11542,2S,8S,10H,,,,0.0,1.0,0.0,1.0,20,26
11543,3H,KC,,,,,0.0,0.0,1.0,1.0,13,16
11544,6S,7S,,,,,1.0,0.0,0.0,1.0,23,8
11545,10C,3H,,,,,0.0,1.0,0.0,1.0,13,22
11546,7S,KD,,,,,1.0,1.0,1.0,0.0,20,12
11547,7S,KD,3D,,,,1.0,1.0,1.0,0.0,21,12
11548,3D,KH,,,,,1.0,1.0,1.0,0.0,20,9
11549,3D,KH,7H,,,,1.0,0.0,0.0,1.0,29,9
11550,AC,3S,,,,,0.0,0.0,1.0,1.0,14,20
11551,6S,3C,,,,,0.0,1.0,0.0,1.0,9,22
11552,4H,9H,,,,,1.0,1.0,1.0,0.0,14,10
11553,4H,9H,AS,,,,1.0,1.0,1.0,0.0,18,10
11554,4H,9H,AS,4D,,,1.0,1.0,1.0,0.0,21,10
11555,7C,KS,,,,,0.0,1.0,0.0,1.0,17,4
11556,9S,7D,,,,,1.0,1.0,1.0,0.0,18,19
11557,9S,7D,2D,,,,0.0,0.0,1.0,1.0,18,19
11558,6C,3C,,,,,1.0,1.0,1.0,0.0,19,13
11559,6C,3C,KH,,,,1.0,0.0,0.0,1.0,26,13
11560,3C,3D,,,,,1.0,1.0,1.0,0.0,16,12
11561,3C,3D,10D,,,,0.0,1.0,0.0,1.0,16,12
11562,4S,5C,,,,,0.0,0.0,1.0,1.0,9,14
11563,QD,10S,,,,,0.0,1.0,0.0,1.0,20,12
11564,QC,4D,,,,,1.0,1.0,1.0,0.0,20,20
11565,QC,4D,6S,,,,0.0,1.0,0.0,1.0,20,30
11566,2S,10S,,,,,1.0,0.0,0.0,1.0,22,16
11567,7D,KC,,,,,0.0,0.0,1.0,1.0,17,20
11568,4D,5D,,,,,1.0,1.0,1.0,0.0,10,20
11569,4D,5D,AS,,,,0.0,1.0,0.0,1.0,20,20
11570,4D,JH,,,,,0.0,1.0,0.0,1.0,14,14
11571,4D,9H,,,,,1.0,1.0,1.0,0.0,18,14
11572,4D,9H,5S,,,,0.0,1.0,0.0,1.0,18,14
11573,QS,6H,,,,,1.0,0.0,0.0,1.0,26,19
11574,KS,10D,,,,,1.0,0.0,0.0,1.0,30,14
11575,QD,KD,,,,,0.0,1.0,0.0,1.0,20,13
11576,5D,9C,,,,,0.0,1.0,0.0,1.0,14,30
11577,5D,2C,,,,,1.0,1.0,1.0,0.0,9,16
11578,5D,2C,2H,,,,0.0,0.0,1.0,1.0,9,16
11579,3C,KC,,,,,0.0,1.0,0.0,1.0,13,22
11580,9C,10H,,,,,1.0,0.0,0.0,1.0,27,14
11581,8D,2D,,,,,1.0,1.0,1.0,0.0,11,16
11582,4S,8H,,,,,0.0,0.0,1.0,1.0,12,16
11583,QH,9D,,,,,0.0,0.0,1.0,1.0,19,21
11584,4D,2C,,,,,0.0,1.0,0.0,1.0,6,26
11585,KH,QC,,,,,0.0,1.0,0.0,1.0,20,13
11586,3H,5S,,,,,0.0,0.0,1.0,1.0,8,17
11587,10C,4S,,,,,0.0,1.0,0.0,1.0,14,22
11588,10S,JS,,,,,1.0,0.0,0.0,1.0,29,12
11589,8H,2D,,,,,1.0,1.0,1.0,0.0,15,13
11590,8H,2D,5H,,,,1.0,1.0,1.0,0.0,21,13
11591,7C,9D,,,,,0.0,0.0,1.0,1.0,16,21
11592,4D,8D,,,,,1.0,0.0,0.0,1.0,22,19
11593,8H,3C,,,,,1.0,1.0,1.0,0.0,20,16
11594,8H,3C,9C,,,,1.0,0.0,0.0,1.0,27,16
11595,6S,8S,,,,,1.0,1.0,1.0,0.0,16,15
11596,6S,8S,2C,,,,1.0,0.0,0.0,1.0,25,15
11597,7C,2S,,,,,1.0,1.0,1.0,0.0,18,12
11598,7C,2S,9C,,,,1.0,0.0,0.0,1.0,24,12
11599,KD,KS,,,,,1.0,0.0,0.0,1.0,24,16
11600,3D,QS,,,,,1.0,0.0,0.0,1.0,23,16
11601,3C,KC,,,,,1.0,0.0,0.0,1.0,23,20
11602,JS,6C,,,,,0.0,0.0,1.0,1.0,16,21
11603,2H,7H,,,,,0.0,0.0,1.0,1.0,9,14
11604,6C,2D,,,,,0.0,0.0,1.0,1.0,8,18
11605,3H,3C,,,,,1.0,1.0,1.0,0.0,13,12
11606,3H,3C,7D,,,,1.0,1.0,1.0,0.0,21,12
11607,4C,4S,,,,,1.0,1.0,1.0,0.0,18,11
11608,4C,4S,KH,,,,1.0,0.0,0.0,1.0,27,11
11609,3C,9H,,,,,0.0,0.0,1.0,1.0,12,21
11610,9C,5S,,,,,0.0,0.0,1.0,1.0,14,19
11611,4C,8C,,,,,1.0,1.0,1.0,0.0,18,18
11612,4C,8C,6C,,,,1.0,0.0,0.0,1.0,28,18
11613,5S,6S,,,,,1.0,1.0,1.0,0.0,21,10
11614,QS,8C,,,,,0.0,1.0,0.0,1.0,18,27
11615,9C,10H,,,,,0.0,1.0,0.0,1.0,19,10
11616,8D,7H,,,,,0.0,0.0,1.0,1.0,15,18
11617,5S,JS,,,,,1.0,1.0,1.0,0.0,19,19
11618,5S,JS,4D,,,,1.0,0.0,0.0,1.0,29,19
11619,2C,4D,,,,,0.0,1.0,0.0,1.0,6,23
11620,AC,9S,,,,,0.0,1.0,0.0,1.0,20,28
11621,KS,3S,,,,,0.0,0.0,1.0,1.0,13,17
11622,8S,5C,,,,,1.0,1.0,1.0,0.0,16,4
11623,8S,5C,3D,,,,0.0,1.0,0.0,1.0,16,27
11624,AH,5D,,,,,1.0,1.0,1.0,0.0,10,13
11625,AH,5D,4D,,,,1.0,1.0,1.0,0.0,20,13
11626,AH,5D,4D,10H,,,1.0,0.0,0.0,1.0,23,13
11627,6H,AS,,,,,0.0,1.0,0.0,1.0,17,13
11628,10C,JD,,,,,0.0,1.0,0.0,1.0,20,24
11629,JH,KS,,,,,1.0,0.0,0.0,1.0,22,20
11630,KS,4S,,,,,0.0,1.0,0.0,1.0,14,25
11631,4C,AD,,,,,1.0,1.0,1.0,0.0,15,19
11632,4C,AD,JD,,,,1.0,0.0,0.0,1.0,22,19
11633,8H,3S,,,,,1.0,1.0,1.0,0.0,18,20
11634,8H,3S,7D,,,,1.0,0.0,0.0,1.0,28,20
11635,JD,2C,,,,,1.0,1.0,1.0,0.0,18,11
11636,JD,2C,6H,,,,1.0,1.0,1.0,0.0,21,11
11637,QD,KC,,,,,0.0,1.0,0.0,1.0,20,16
11638,6S,AC,,,,,0.0,0.0,1.0,1.0,17,21
11639,KD,3H,,,,,1.0,1.0,1.0,0.0,15,10
11640,KD,3H,2C,,,,1.0,1.0,1.0,0.0,18,10
11641,KD,3H,2C,3C,,,1.0,0.0,0.0,1.0,27,10
11642,QS,2H,,,,,1.0,0.0,0.0,1.0,22,18
11643,3D,3H,,,,,0.0,1.0,0.0,1.0,6,22
11644,5H,JD,,,,,1.0,0.0,0.0,1.0,24,10
11645,10S,JH,,,,,1.0,0.0,0.0,1.0,26,8
11646,KD,JC,,,,,1.0,0.0,0.0,1.0,22,16
11647,9H,6S,,,,,0.0,0.0,1.0,1.0,15,18
11648,5C,6S,,,,,1.0,1.0,1.0,0.0,14,6
11649,5C,6S,3D,,,,0.0,1.0,0.0,1.0,14,6
11650,3S,6S,,,,,0.0,0.0,1.0,1.0,9,20
11651,10H,9C,,,,,1.0,0.0,0.0,1.0,29,12
11652,6C,10D,,,,,1.0,0.0,0.0,1.0,22,9
11653,5S,QH,,,,,0.0,1.0,0.0,1.0,15,8
11654,7C,JC,,,,,1.0,0.0,0.0,1.0,23,20
11655,2D,QD,,,,,0.0,1.0,0.0,1.0,12,22
11656,QS,4S,,,,,1.0,0.0,0.0,1.0,24,13
11657,AC,3H,,,,,0.0,0.0,1.0,1.0,14,16
11658,2H,2C,,,,,1.0,1.0,1.0,0.0,14,12
11659,2H,2C,10S,,,,1.0,0.0,0.0,1.0,24,12
11660,KH,10H,,,,,0.0,1.0,0.0,1.0,20,19
11661,7C,2C,,,,,0.0,0.0,1.0,1.0,9,20
11662,9D,JS,,,,,1.0,0.0,0.0,1.0,29,21
11663,KD,3S,,,,,0.0,1.0,0.0,1.0,13,24
11664,AS,8H,,,,,0.0,1.0,0.0,1.0,19,15
11665,9H,4H,,,,,0.0,0.0,1.0,1.0,13,17
11666,KD,5D,,,,,1.0,1.0,1.0,0.0,21,5
11667,KH,4H,,,,,1.0,1.0,1.0,0.0,18,9
11668,KH,4H,4D,,,,1.0,0.0,0.0,1.0,28,19
11669,3D,5C,,,,,0.0,0.0,1.0,1.0,8,9
11670,3H,JC,,,,,0.0,1.0,0.0,1.0,13,7
11671,8S,KD,,,,,0.0,1.0,0.0,1.0,18,13
11672,9C,JH,,,,,0.0,1.0,0.0,1.0,19,7
11673,7S,6D,,,,,0.0,1.0,0.0,1.0,13,27
11674,3C,7D,,,,,1.0,1.0,1.0,0.0,14,11
11675,3C,7D,4S,,,,1.0,0.0,0.0,1.0,24,21
11676,7C,4D,,,,,0.0,1.0,0.0,1.0,11,22
11677,JC,7S,,,,,0.0,1.0,0.0,1.0,17,11
11678,6C,JH,,,,,1.0,1.0,1.0,0.0,17,18
11679,6C,JH,AD,,,,1.0,0.0,0.0,1.0,22,18
11680,5C,8S,,,,,1.0,1.0,1.0,0.0,18,11
11681,5C,8S,5S,,,,1.0,0.0,0.0,1.0,22,21
11682,7D,6S,,,,,1.0,1.0,1.0,0.0,21,13
11683,QH,KH,,,,,0.0,1.0,0.0,1.0,20,30
11684,AS,7C,,,,,0.0,0.0,1.0,1.0,18,20
11685,7D,KH,,,,,0.0,0.0,1.0,1.0,17,20
11686,2S,8D,,,,,1.0,1.0,1.0,0.0,18,8
11687,2S,8D,8S,,,,1.0,1.0,1.0,0.0,21,8
11688,QC,2C,,,,,1.0,1.0,1.0,0.0,20,6
11689,QC,2C,8S,,,,1.0,1.0,1.0,0.0,21,6
11690,KS,8D,,,,,0.0,1.0,0.0,1.0,18,25
11691,9S,5S,,,,,1.0,0.0,0.0,1.0,24,11
11692,4H,5H,,,,,0.0,1.0,0.0,1.0,9,23
11693,JC,JD,,,,,0.0,1.0,0.0,1.0,20,14
11694,2C,JD,,,,,1.0,1.0,1.0,0.0,16,16
11695,2C,JD,4H,,,,1.0,0.0,0.0,1.0,26,16
11696,QS,9C,,,,,1.0,0.0,0.0,1.0,25,12
11697,2D,3S,,,,,1.0,1.0,1.0,0.0,14,5
11698,2D,3S,9H,,,,0.0,0.0,1.0,1.0,14,15
11699,4H,AH,,,,,0.0,1.0,0.0,1.0,15,23
11700,AC,2H,,,,,1.0,1.0,1.0,0.0,12,18
11701,AC,2H,9D,,,,1.0,0.0,0.0,1.0,22,18
11702,2S,QC,,,,,1.0,1.0,1.0,0.0,16,9
11703,2S,QC,4C,,,,0.0,1.0,0.0,1.0,16,27
11704,3S,6S,,,,,0.0,1.0,0.0,1.0,9,22
11705,5H,7H,,,,,0.0,1.0,0.0,1.0,12,24
11706,8D,7H,,,,,0.0,0.0,1.0,1.0,15,16
11707,4H,5C,,,,,0.0,0.0,1.0,1.0,9,13
11708,5C,8C,,,,,0.0,1.0,0.0,1.0,13,23
11709,QH,2D,,,,,1.0,1.0,1.0,0.0,14,15
11710,QH,2D,2C,,,,1.0,0.0,0.0,1.0,24,15
11711,KD,7C,,,,,0.0,1.0,0.0,1.0,17,9
11712,8S,9H,,,,,1.0,1.0,1.0,0.0,19,17
11713,8S,9H,2C,,,,0.0,0.0,1.0,1.0,19,21
11714,2S,5S,,,,,1.0,1.0,1.0,0.0,15,8
11715,2S,5S,8S,,,,0.0,1.0,0.0,1.0,15,8
11716,5H,AS,,,,,0.0,1.0,0.0,1.0,16,25
11717,JS,2H,,,,,1.0,1.0,1.0,0.0,15,5
11718,JS,2H,3C,,,,0.0,1.0,0.0,1.0,15,15
11719,3S,AC,,,,,1.0,1.0,1.0,0.0,9,16
11720,3S,AC,5H,,,,0.0,1.0,0.0,1.0,19,22
11721,3S,QS,,,,,1.0,0.0,0.0,1.0,23,9
11722,KD,JC,,,,,1.0,0.0,0.0,1.0,23,17
11723,9D,QH,,,,,0.0,1.0,0.0,1.0,19,24
11724,8S,KH,,,,,0.0,1.0,0.0,1.0,18,14
11725,5C,QC,,,,,0.0,1.0,0.0,1.0,15,12
11726,2S,10D,,,,,0.0,0.0,1.0,1.0,12,19
11727,3C,8D,,,,,1.0,1.0,1.0,0.0,16,13
11728,3C,8D,5S,,,,0.0,1.0,0.0,1.0,16,23
11729,AS,6D,,,,,0.0,0.0,1.0,1.0,17,20
11730,3C,7D,,,,,0.0,0.0,1.0,1.0,10,20
11731,9S,QS,,,,,0.0,1.0,0.0,1.0,19,14
11732,9C,JS,,,,,0.0,1.0,0.0,1.0,19,16
11733,3C,QS,,,,,0.0,0.0,1.0,1.0,13,16
11734,9H,4D,,,,,0.0,1.0,0.0,1.0,13,9
11735,10H,JD,,,,,1.0,0.0,0.0,1.0,28,15
11736,7C,5C,,,,,0.0,0.0,1.0,1.0,12,19
11737,9C,6C,,,,,1.0,1.0,1.0,0.0,21,14
11738,4H,5S,,,,,0.0,1.0,0.0,1.0,9,25
11739,7H,6H,,,,,0.0,0.0,1.0,1.0,13,14
11740,AC,5S,,,,,0.0,1.0,0.0,1.0,16,15
11741,AH,AD,,,,,0.0,1.0,0.0,1.0,12,11
11742,KC,6D,,,,,1.0,1.0,1.0,0.0,20,8
11743,KC,6D,4H,,,,0.0,1.0,0.0,1.0,20,18
11744,AS,7D,,,,,1.0,1.0,1.0,0.0,18,12
11745,AS,7D,10H,,,,1.0,0.0,0.0,1.0,24,12
11746,3S,JD,,,,,1.0,0.0,0.0,1.0,23,7
11747,JS,8D,,,,,0.0,1.0,0.0,1.0,18,29
11748,JS,3H,,,,,0.0,1.0,0.0,1.0,13,13
11749,5C,8C,,,,,0.0,0.0,1.0,1.0,13,21
11750,2H,5C,,,,,1.0,1.0,1.0,0.0,15,12
11751,2H,5C,8H,,,,0.0,1.0,0.0,1.0,15,12
11752,QH,KD,,,,,0.0,1.0,0.0,1.0,20,20
11753,AH,5D,,,,,1.0,1.0,1.0,0.0,12,12
11754,AH,5D,6H,,,,0.0,1.0,0.0,1.0,12,22
11755,4H,8S,,,,,0.0,1.0,0.0,1.0,12,12
11756,8C,6H,,,,,1.0,0.0,0.0,1.0,24,10
11757,2H,9D,,,,,0.0,0.0,1.0,1.0,11,20
11758,7D,5H,,,,,0.0,0.0,1.0,1.0,12,17
11759,7H,8S,,,,,1.0,0.0,0.0,1.0,25,12
11760,8C,6S,,,,,0.0,1.0,0.0,1.0,14,8
11761,6C,6D,,,,,1.0,0.0,0.0,1.0,22,5
11762,10H,6H,,,,,1.0,0.0,0.0,1.0,23,12
11763,6C,AD,,,,,0.0,1.0,0.0,1.0,17,27
11764,5D,AH,,,,,0.0,1.0,0.0,1.0,16,26
11765,KS,10D,,,,,0.0,1.0,0.0,1.0,20,13
11766,7C,8S,,,,,1.0,1.0,1.0,0.0,20,14
11767,7C,8S,5C,,,,1.0,0.0,0.0,1.0,27,14
11768,5D,10C,,,,,1.0,1.0,1.0,0.0,21,20
11769,2C,KH,,,,,0.0,0.0,1.0,1.0,12,13
11770,KS,JD,,,,,0.0,1.0,0.0,1.0,20,10
11771,4C,2C,,,,,0.0,0.0,1.0,1.0,6,21
11772,10C,8S,,,,,0.0,0.0,1.0,1.0,18,20
11773,7H,KD,,,,,1.0,1.0,1.0,0.0,21,18
11774,6H,JC,,,,,0.0,1.0,0.0,1.0,16,27
11775,7H,JH,,,,,1.0,0.0,0.0,1.0,22,20
11776,QC,9C,,,,,1.0,0.0,0.0,1.0,25,8
11777,KH,10H,,,,,0.0,1.0,0.0,1.0,20,20
11778,KD,3H,,,,,0.0,1.0,0.0,1.0,13,25
11779,9C,6C,,,,,0.0,0.0,1.0,1.0,15,20
11780,5H,JC,,,,,0.0,0.0,1.0,1.0,15,21
11781,7C,8S,,,,,0.0,0.0,1.0,1.0,15,19
11782,2S,5H,,,,,0.0,0.0,1.0,1.0,7,16
11783,7S,3H,,,,,0.0,1.0,0.0,1.0,10,26
11784,KS,3D,,,,,0.0,1.0,0.0,1.0,13,13
11785,7D,6H,,,,,1.0,0.0,0.0,1.0,23,13
11786,3S,5S,,,,,0.0,0.0,1.0,1.0,8,21
11787,JC,KS,,,,,1.0,0.0,0.0,1.0,27,17
11788,JD,JC,,,,,0.0,1.0,0.0,1.0,20,6
11789,QH,KH,,,,,0.0,1.0,0.0,1.0,20,12
11790,7H,9S,,,,,1.0,0.0,0.0,1.0,26,11
11791,8C,2D,,,,,1.0,1.0,1.0,0.0,18,17
11792,8C,2D,8H,,,,1.0,0.0,0.0,1.0,22,17
11793,6S,9C,,,,,1.0,0.0,0.0,1.0,24,20
11794,7C,8C,,,,,1.0,0.0,0.0,1.0,25,13
11795,JS,5C,,,,,0.0,0.0,1.0,1.0,15,17
11796,KS,5S,,,,,1.0,1.0,1.0,0.0,18,9
11797,KS,5S,3H,,,,0.0,1.0,0.0,1.0,18,22
11798,JS,8C,,,,,1.0,0.0,0.0,1.0,27,20
11799,2H,9S,,,,,0.0,1.0,0.0,1.0,11,11
11800,JS,4D,,,,,0.0,1.0,0.0,1.0,14,10
11801,7S,6D,,,,,1.0,0.0,0.0,1.0,23,21
11802,5D,QD,,,,,0.0,1.0,0.0,1.0,15,22
11803,6C,2C,,,,,0.0,0.0,1.0,1.0,8,14
11804,3C,KS,,,,,1.0,1.0,1.0,0.0,20,18
11805,3C,KS,7D,,,,1.0,0.0,0.0,1.0,29,18
11806,QH,5H,,,,,0.0,1.0,0.0,1.0,15,22
11807,7C,10S,,,,,0.0,1.0,0.0,1.0,17,15
11808,KS,9D,,,,,1.0,0.0,0.0,1.0,29,16
11809,AC,7D,,,,,0.0,0.0,1.0,1.0,18,19
11810,9D,7D,,,,,1.0,1.0,1.0,0.0,18,7
11811,9D,7D,2D,,,,0.0,1.0,0.0,1.0,18,22
11812,3D,2C,,,,,1.0,1.0,1.0,0.0,10,14
11813,3D,2C,5C,,,,1.0,1.0,1.0,0.0,20,14
11814,3D,2C,5C,10S,,,1.0,0.0,0.0,1.0,30,14
11815,4S,JH,,,,,1.0,0.0,0.0,1.0,23,11
11816,KS,QS,,,,,1.0,0.0,0.0,1.0,23,9
11817,JD,QH,,,,,0.0,1.0,0.0,1.0,20,19
11818,KD,KH,,,,,1.0,0.0,0.0,1.0,29,12
11819,JS,4S,,,,,0.0,1.0,0.0,1.0,14,27
11820,AC,AS,,,,,0.0,1.0,0.0,1.0,12,25
11821,6D,2D,,,,,0.0,1.0,0.0,1.0,8,23
11822,3C,QS,,,,,1.0,1.0,1.0,0.0,14,10
11823,3C,QS,AH,,,,1.0,1.0,1.0,0.0,17,10
11824,3C,QS,AH,3D,,,1.0,0.0,0.0,1.0,22,10
11825,KD,9H,,,,,0.0,1.0,0.0,1.0,19,22
11826,8H,8C,,,,,1.0,0.0,0.0,1.0,26,10
11827,7D,5D,,,,,0.0,0.0,1.0,1.0,12,14
11828,7C,3S,,,,,1.0,1.0,1.0,0.0,11,14
11829,10C,KH,,,,,1.0,0.0,0.0,1.0,25,13
11830,7H,6D,,,,,1.0,1.0,1.0,0.0,17,11
11831,7H,6D,4D,,,,0.0,0.0,1.0,1.0,17,21
11832,KH,4S,,,,,0.0,0.0,1.0,1.0,14,15
11833,QD,QS,,,,,0.0,1.0,0.0,1.0,20,20
11834,5D,7D,,,,,0.0,1.0,0.0,1.0,12,26
11835,3D,9S,,,,,1.0,0.0,0.0,1.0,22,15
11836,JH,6H,,,,,0.0,0.0,1.0,1.0,16,18
11837,2C,4D,,,,,1.0,1.0,1.0,0.0,16,20
11838,2C,4D,10H,,,,0.0,1.0,0.0,1.0,16,30
11839,2H,6H,,,,,0.0,0.0,1.0,1.0,8,21
11840,JC,QH,,,,,0.0,1.0,0.0,1.0,20,20
11841,8S,QH,,,,,1.0,0.0,0.0,1.0,28,9
11842,8C,7C,,,,,0.0,0.0,1.0,1.0,15,17
11843,KS,6H,,,,,1.0,1.0,1.0,0.0,17,7
11844,KS,6H,AD,,,,0.0,1.0,0.0,1.0,17,11
11845,4H,3C,,,,,0.0,1.0,0.0,1.0,7,30
11846,3D,6S,,,,,0.0,0.0,1.0,1.0,9,17
11847,7H,6D,,,,,1.0,1.0,1.0,0.0,14,8
11848,7H,6D,AC,,,,1.0,1.0,1.0,0.0,17,8
11849,7H,6D,AC,3S,,,0.0,1.0,0.0,1.0,17,14
11850,QC,4C,,,,,0.0,0.0,1.0,1.0,14,16
11851,3D,5H,,,,,1.0,1.0,1.0,0.0,9,19
11852,3D,5H,AH,,,,0.0,1.0,0.0,1.0,19,26
11853,6S,3D,,,,,0.0,0.0,1.0,1.0,9,16
11854,4H,JH,,,,,1.0,1.0,1.0,0.0,16,10
11855,4H,JH,2H,,,,1.0,1.0,1.0,0.0,20,10
11856,4H,JH,2H,4C,,,0.0,0.0,1.0,1.0,20,21
11857,9H,KC,,,,,0.0,1.0,0.0,1.0,19,25
11858,3S,2D,,,,,1.0,1.0,1.0,0.0,15,15
11859,3S,2D,QH,,,,1.0,1.0,1.0,0.0,21,15
11860,5D,7C,,,,,0.0,0.0,1.0,1.0,12,16
11861,4H,6S,,,,,0.0,0.0,1.0,1.0,10,11
11862,4D,10C,,,,,1.0,0.0,0.0,1.0,24,13
11863,9H,AC,,,,,0.0,1.0,0.0,1.0,20,10
11864,4H,3S,,,,,1.0,1.0,1.0,0.0,13,17
11865,4H,3S,6C,,,,0.0,1.0,0.0,1.0,13,27
11866,3D,QD,,,,,1.0,1.0,1.0,0.0,14,11
11867,3D,QD,AD,,,,1.0,0.0,0.0,1.0,24,21
11868,6D,AD,,,,,0.0,0.0,1.0,1.0,17,20
11869,4H,3C,,,,,0.0,0.0,1.0,1.0,7,16
11870,2C,KD,,,,,1.0,1.0,1.0,0.0,21,20
11871,4D,9C,,,,,1.0,1.0,1.0,0.0,20,14
11872,4D,9C,7C,,,,1.0,0.0,0.0,1.0,30,14
11873,8S,7C,,,,,1.0,1.0,1.0,0.0,19,20
11874,8S,7C,4D,,,,0.0,0.0,1.0,1.0,19,20
11875,3C,JH,,,,,1.0,1.0,1.0,0.0,16,3
11876,3C,JH,3D,,,,1.0,1.0,1.0,0.0,17,3
11877,3C,JH,3D,AC,,,1.0,1.0,1.0,0.0,21,3
11878,AC,8C,,,,,1.0,1.0,1.0,0.0,19,4
11879,AC,8C,KC,,,,0.0,1.0,0.0,1.0,19,25
11880,2D,8C,,,,,0.0,0.0,1.0,1.0,10,11
11881,5D,6D,,,,,1.0,1.0,1.0,0.0,21,19
11882,5C,JC,,,,,0.0,1.0,0.0,1.0,15,23
11883,8S,AC,,,,,0.0,1.0,0.0,1.0,19,30
11884,3S,8D,,,,,1.0,1.0,1.0,0.0,13,13
11885,3S,8D,2S,,,,1.0,0.0,0.0,1.0,23,13
11886,AC,7S,,,,,1.0,1.0,1.0,0.0,16,11
11887,AC,7S,8D,,,,0.0,0.0,1.0,1.0,16,21
11888,9D,3S,,,,,1.0,1.0,1.0,0.0,15,11
11889,9D,3S,3C,,,,1.0,1.0,1.0,0.0,19,11
11890,9D,3S,3C,4H,,,0.0,0.0,1.0,1.0,19,21
11891,QD,10C,,,,,1.0,0.0,0.0,1.0,28,12
11892,2C,7D,,,,,0.0,1.0,0.0,1.0,9,27
11893,5C,5S,,,,,0.0,0.0,1.0,1.0,10,14
11894,KD,3S,,,,,1.0,1.0,1.0,0.0,15,19
11895,KD,3S,2S,,,,0.0,0.0,1.0,1.0,15,19
11896,6H,QS,,,,,1.0,0.0,0.0,1.0,23,13
11897,JC,5H,,,,,1.0,0.0,0.0,1.0,22,20
11898,AD,8H,,,,,0.0,1.0,0.0,1.0,19,19
11899,6C,8S,,,,,1.0,0.0,0.0,1.0,22,8
11900,8H,KC,,,,,0.0,1.0,0.0,1.0,18,25
11901,6S,9D,,,,,0.0,0.0,1.0,1.0,15,18
11902,8S,5S,,,,,1.0,1.0,1.0,0.0,19,13
11903,8S,5S,6D,,,,1.0,0.0,0.0,1.0,27,13
11904,AS,AH,,,,,1.0,1.0,1.0,0.0,5,16
11905,AS,AH,3S,,,,1.0,1.0,1.0,0.0,15,16
11906,AS,AH,3S,10C,,,0.0,1.0,0.0,1.0,15,25
11907,JD,KC,,,,,0.0,1.0,0.0,1.0,20,6
11908,QH,5H,,,,,0.0,1.0,0.0,1.0,15,12
11909,6D,4D,,,,,1.0,1.0,1.0,0.0,18,10
11910,6D,4D,8S,,,,0.0,1.0,0.0,1.0,18,16
11911,10D,2S,,,,,1.0,1.0,1.0,0.0,15,17
11912,10D,2S,3C,,,,1.0,0.0,0.0,1.0,23,17
11913,8C,AC,,,,,0.0,1.0,0.0,1.0,19,25
11914,6H,8S,,,,,1.0,0.0,0.0,1.0,24,16
11915,JS,4C,,,,,1.0,0.0,0.0,1.0,24,12
11916,JH,QC,,,,,1.0,0.0,0.0,1.0,25,8
11917,AS,3D,,,,,0.0,0.0,1.0,1.0,14,16
11918,QD,3C,,,,,0.0,1.0,0.0,1.0,13,13
11919,KC,JC,,,,,1.0,0.0,0.0,1.0,29,20
11920,QD,JC,,,,,0.0,1.0,0.0,1.0,20,20
11921,2C,5H,,,,,1.0,1.0,1.0,0.0,13,14
11922,2C,5H,6D,,,,0.0,0.0,1.0,1.0,13,14
11923,8S,QD,,,,,1.0,0.0,0.0,1.0,28,16
11924,5H,8H,,,,,1.0,1.0,1.0,0.0,19,12
11925,5H,8H,6S,,,,0.0,1.0,0.0,1.0,19,22
11926,4C,KC,,,,,1.0,0.0,0.0,1.0,23,16
11927,4D,5C,,,,,1.0,1.0,1.0,0.0,16,10
11928,4D,5C,7S,,,,0.0,1.0,0.0,1.0,16,10
11929,6H,4D,,,,,0.0,0.0,1.0,1.0,10,13
11930,5H,QS,,,,,1.0,0.0,0.0,1.0,25,15
11931,JC,9H,,,,,1.0,0.0,0.0,1.0,29,12
11932,6C,2C,,,,,0.0,1.0,0.0,1.0,8,28
11933,QH,5S,,,,,1.0,1.0,1.0,0.0,21,13
11934,9S,7S,,,,,1.0,0.0,0.0,1.0,22,19
11935,2C,10D,,,,,1.0,0.0,0.0,1.0,22,17
11936,KH,2D,,,,,0.0,1.0,0.0,1.0,12,23
11937,KD,6C,,,,,1.0,1.0,1.0,0.0,19,11
11938,KD,6C,3D,,,,0.0,0.0,1.0,1.0,19,21
11939,AC,5H,,,,,1.0,1.0,1.0,0.0,16,11
11940,AC,5H,JC,,,,0.0,1.0,0.0,1.0,16,21
11941,AC,9C,,,,,0.0,1.0,0.0,1.0,20,15
11942,QS,10D,,,,,1.0,0.0,0.0,1.0,25,18
11943,AD,AS,,,,,1.0,1.0,1.0,0.0,8,7
11944,AD,AS,6C,,,,0.0,1.0,0.0,1.0,18,7
11945,9H,9S,,,,,1.0,1.0,1.0,0.0,19,17
11946,9H,9S,AD,,,,0.0,0.0,1.0,1.0,19,21
11947,3S,7S,,,,,0.0,0.0,1.0,1.0,10,19
11948,10D,QD,,,,,0.0,0.0,1.0,1.0,20,21
11949,JC,9C,,,,,0.0,0.0,1.0,1.0,19,21
11950,4D,3D,,,,,1.0,1.0,1.0,0.0,12,15
