,Card0,Card1,Card2,Card3,Card4,Card5,H/S,W/L,Answer,Final,P_Score,D_Score
11122,7H,5S,,,,,1.0,1.0,1.0,0.0,16,13
11123,7H,5S,4H,,,,0.0,1.0,0.0,1.0,16,23
11124,5C,9D,,,,,1.0,1.0,1.0,0.0,18,12
11125,5C,9D,4S,,,,1.0,1.0,1.0,0.0,20,12
11126,5C,9D,4S,2C,,,1.0,0.0,0.0,1.0,27,12
11127,JC,9D,,,,,1.0,0.0,0.0,1.0,25,11
11128,6D,10H,,,,,1.0,1.0,1.0,0.0,20,12
11129,6D,10H,4H,,,,1.0,0.0,0.0,1.0,25,12
11130,8D,KS,,,,,0.0,1.0,0.0,1.0,18,23
11131,2H,7C,,,,,0.0,0.0,1.0,1.0,9,17
11132,JS,2D,,,,,0.0,0.0,1.0,1.0,12,15
11133,7D,4D,,,,,0.0,0.0,1.0,1.0,11,21
11134,QS,4S,,,,,0.0,0.0,1.0,1.0,14,21
11135,3S,4H,,,,,1.0,1.0,1.0,0.0,8,17
11136,3S,4H,AD,,,,1.0,1.0,1.0,0.0,13,17
11137,3S,4H,AD,5D,,,0.0,0.0,1.0,1.0,13,17
11138,4S,8D,,,,,0.0,1.0,0.0,1.0,12,22
11139,8S,8H,,,,,1.0,1.0,1.0,0.0,20,16
11140,8S,8H,4S,,,,1.0,0.0,0.0,1.0,22,16
11141,6D,5S,,,,,1.0,1.0,1.0,0.0,15,6
11142,6D,5S,4S,,,,1.0,0.0,0.0,1.0,25,6
11143,8H,9S,,,,,0.0,0.0,1.0,1.0,17,19
11144,9H,3D,,,,,0.0,1.0,0.0,1.0,12,22
11145,JC,9H,,,,,1.0,0.0,0.0,1.0,23,16
11146,7C,JH,,,,,0.0,0.0,1.0,1.0,17,18
11147,2D,9H,,,,,0.0,0.0,1.0,1.0,11,17
11148,QH,5D,,,,,0.0,1.0,0.0,1.0,15,22
11149,10H,5S,,,,,0.0,0.0,1.0,1.0,15,20
11150,7C,4D,,,,,1.0,1.0,1.0,0.0,21,2
11151,KS,8D,,,,,1.0,0.0,0.0,1.0,25,14
11152,JD,KC,,,,,1.0,0.0,0.0,1.0,23,13
11153,3D,7S,,,,,0.0,0.0,1.0,1.0,10,17
11154,4C,AC,,,,,1.0,1.0,1.0,0.0,7,17
11155,4C,AC,2D,,,,0.0,1.0,0.0,1.0,17,24
11156,6D,7S,,,,,1.0,1.0,1.0,0.0,19,17
11157,6D,7S,6S,,,,1.0,0.0,0.0,1.0,22,17
11158,KC,9H,,,,,0.0,0.0,1.0,1.0,19,20
11159,3D,KH,,,,,1.0,1.0,1.0,0.0,15,20
11160,3D,KH,2D,,,,1.0,0.0,0.0,1.0,22,20
11161,6C,JC,,,,,0.0,0.0,1.0,1.0,16,18
11162,9D,2C,,,,,0.0,0.0,1.0,1.0,11,14
11163,3C,7H,,,,,1.0,1.0,1.0,0.0,20,11
11164,3C,7H,JH,,,,1.0,0.0,0.0,1.0,22,21
11165,8S,10H,,,,,0.0,0.0,1.0,1.0,18,19
11166,7H,5D,,,,,1.0,1.0,1.0,0.0,15,19
11167,7H,5D,3D,,,,1.0,1.0,1.0,0.0,21,19
11168,JC,2S,,,,,1.0,1.0,1.0,0.0,18,18
11169,JC,2S,6H,,,,1.0,0.0,0.0,1.0,22,18
11170,JD,3C,,,,,1.0,0.0,0.0,1.0,23,14
11171,10S,7H,,,,,1.0,0.0,0.0,1.0,26,14
11172,5C,KH,,,,,1.0,1.0,1.0,0.0,21,18
11173,10C,8S,,,,,1.0,0.0,0.0,1.0,28,15
11174,KS,5S,,,,,1.0,0.0,0.0,1.0,25,15
11175,3H,10D,,,,,0.0,0.0,1.0,1.0,13,14
11176,KH,3S,,,,,1.0,0.0,0.0,1.0,22,13
11177,KD,QD,,,,,1.0,0.0,0.0,1.0,30,18
11178,AC,5D,,,,,0.0,0.0,1.0,1.0,16,19
11179,8C,8D,,,,,1.0,0.0,0.0,1.0,26,11
11180,5H,9S,,,,,1.0,1.0,1.0,0.0,19,10
11181,5H,9S,5D,,,,0.0,1.0,0.0,1.0,19,23
11182,AC,8H,,,,,1.0,1.0,1.0,0.0,11,20
11183,JH,3C,,,,,0.0,0.0,1.0,1.0,13,17
11184,3H,3S,,,,,0.0,0.0,1.0,1.0,6,16
11185,2S,AD,,,,,0.0,0.0,1.0,1.0,13,15
11186,7H,AH,,,,,1.0,1.0,1.0,0.0,14,5
11187,7H,AH,6H,,,,1.0,0.0,0.0,1.0,24,15
11188,KD,6D,,,,,0.0,1.0,0.0,1.0,16,23
11189,AH,8S,,,,,0.0,1.0,0.0,1.0,19,23
11190,AH,2C,,,,,1.0,1.0,1.0,0.0,13,13
11191,AH,2C,10H,,,,1.0,1.0,1.0,0.0,15,13
11192,AH,2C,10H,2S,,,1.0,0.0,0.0,1.0,24,13
11193,7H,10D,,,,,1.0,0.0,0.0,1.0,27,12
11194,3H,9C,,,,,1.0,1.0,1.0,0.0,19,11
11195,3H,9C,7D,,,,0.0,0.0,1.0,1.0,19,21
11196,5C,JD,,,,,0.0,0.0,1.0,1.0,15,17
11197,7S,QD,,,,,0.0,0.0,1.0,1.0,17,20
11198,QH,4H,,,,,0.0,0.0,1.0,1.0,14,19
11199,7C,AD,,,,,0.0,1.0,0.0,1.0,18,27
11200,KH,6D,,,,,1.0,0.0,0.0,1.0,22,17
11201,8S,2H,,,,,0.0,0.0,1.0,1.0,10,12
11202,7C,10D,,,,,0.0,0.0,1.0,1.0,17,19
11203,QS,7C,,,,,1.0,1.0,1.0,0.0,20,16
11204,QS,7C,3D,,,,0.0,1.0,0.0,1.0,20,26
11205,AS,4H,,,,,1.0,1.0,1.0,0.0,8,13
11206,AS,4H,3H,,,,0.0,0.0,1.0,1.0,18,21
11207,4S,AD,,,,,1.0,1.0,1.0,0.0,13,13
11208,4S,AD,8C,,,,0.0,0.0,1.0,1.0,13,14
11209,5S,2S,,,,,0.0,0.0,1.0,1.0,7,15
11210,8S,5D,,,,,0.0,0.0,1.0,1.0,13,16
11211,QH,4D,,,,,1.0,0.0,0.0,1.0,23,21
11212,10D,6D,,,,,0.0,0.0,1.0,1.0,16,20
11213,JD,4S,,,,,1.0,1.0,1.0,0.0,17,9
11214,JD,4S,3H,,,,1.0,0.0,0.0,1.0,26,9
11215,6H,7H,,,,,0.0,0.0,1.0,1.0,13,18
11216,AC,8H,,,,,0.0,0.0,1.0,1.0,19,21
11217,QD,7H,,,,,1.0,1.0,1.0,0.0,21,16
11218,AS,9C,,,,,0.0,1.0,0.0,1.0,20,23
11219,5C,10D,,,,,1.0,1.0,1.0,0.0,16,9
11220,5C,10D,AS,,,,0.0,0.0,1.0,1.0,16,21
11221,7C,3H,,,,,1.0,1.0,1.0,0.0,12,13
11222,7C,3H,2D,,,,1.0,1.0,1.0,0.0,17,13
11223,7C,3H,2D,5D,,,0.0,1.0,0.0,1.0,17,23
11224,KD,9D,,,,,0.0,1.0,0.0,1.0,19,23
11225,JC,7H,,,,,1.0,0.0,0.0,1.0,27,7
11226,2H,JD,,,,,0.0,0.0,1.0,1.0,12,20
11227,QH,3S,,,,,0.0,1.0,0.0,1.0,13,22
11228,AD,7C,,,,,1.0,1.0,1.0,0.0,10,19
11229,AD,7C,2C,,,,1.0,1.0,1.0,0.0,17,19
11230,AD,7C,2C,7S,,,1.0,0.0,0.0,1.0,27,19
11231,4D,10S,,,,,0.0,0.0,1.0,1.0,14,16
11232,JH,5C,,,,,0.0,0.0,1.0,1.0,15,18
11233,2C,10C,,,,,1.0,1.0,1.0,0.0,19,11
11234,2C,10C,7H,,,,1.0,1.0,1.0,0.0,21,11
11235,QC,QS,,,,,0.0,0.0,1.0,1.0,20,21
11236,3D,2S,,,,,0.0,0.0,1.0,1.0,5,17
11237,6C,5C,,,,,1.0,1.0,1.0,0.0,15,17
11238,6C,5C,4C,,,,0.0,0.0,1.0,1.0,15,17
11239,2H,JH,,,,,0.0,0.0,1.0,1.0,12,19
11240,5C,4H,,,,,1.0,1.0,1.0,0.0,11,10
11241,5C,4H,2C,,,,0.0,0.0,1.0,1.0,11,20
11242,3S,10S,,,,,0.0,0.0,1.0,1.0,13,15
11243,8D,AC,,,,,1.0,1.0,1.0,0.0,16,15
11244,8D,AC,7H,,,,1.0,0.0,0.0,1.0,22,15
11245,JH,KC,,,,,0.0,1.0,0.0,1.0,20,23
11246,9H,AC,,,,,0.0,1.0,0.0,1.0,20,26
11247,5C,QC,,,,,1.0,0.0,0.0,1.0,22,17
11248,9D,8H,,,,,1.0,0.0,0.0,1.0,27,19
11249,8S,6H,,,,,1.0,0.0,0.0,1.0,24,14
11250,QC,3H,,,,,1.0,1.0,1.0,0.0,18,14
11251,QC,3H,5D,,,,0.0,0.0,1.0,1.0,18,21
11252,QH,JH,,,,,1.0,0.0,0.0,1.0,25,12
11253,JD,10C,,,,,0.0,1.0,0.0,1.0,20,25
11254,JC,4D,,,,,0.0,0.0,1.0,1.0,14,15
11255,3D,QS,,,,,0.0,0.0,1.0,1.0,13,18
11256,4C,KD,,,,,0.0,1.0,0.0,1.0,14,23
11257,7S,QH,,,,,0.0,0.0,1.0,1.0,17,20
11258,5S,AS,,,,,1.0,1.0,1.0,0.0,16,3
11259,5S,AS,10C,,,,1.0,0.0,0.0,1.0,25,13
11260,8D,QH,,,,,1.0,1.0,1.0,0.0,21,13
11261,6C,KC,,,,,0.0,1.0,0.0,1.0,16,25
11262,8C,3C,,,,,1.0,1.0,1.0,0.0,16,12
11263,8C,3C,5H,,,,1.0,1.0,1.0,0.0,21,12
11264,AH,4D,,,,,0.0,0.0,1.0,1.0,15,17
11265,JS,JH,,,,,1.0,0.0,0.0,1.0,22,20
11266,7S,KS,,,,,1.0,1.0,1.0,0.0,21,8
11267,4C,7S,,,,,1.0,1.0,1.0,0.0,13,16
11268,4C,7S,2H,,,,1.0,1.0,1.0,0.0,16,16
11269,4C,7S,2H,3D,,,0.0,0.0,1.0,1.0,16,17
11270,8D,10H,,,,,1.0,0.0,0.0,1.0,28,19
11271,QD,3S,,,,,1.0,0.0,0.0,1.0,22,13
11272,3D,JS,,,,,1.0,0.0,0.0,1.0,23,12
11273,7C,QD,,,,,1.0,0.0,0.0,1.0,27,18
11274,6H,QH,,,,,1.0,1.0,1.0,0.0,19,12
11275,6H,QH,3C,,,,0.0,1.0,0.0,1.0,19,22
11276,JH,10C,,,,,0.0,1.0,0.0,1.0,20,23
11277,3D,8C,,,,,0.0,0.0,1.0,1.0,11,15
11278,5C,KC,,,,,1.0,0.0,0.0,1.0,23,18
11279,2C,2H,,,,,1.0,1.0,1.0,0.0,5,20
11280,2C,2H,AH,,,,1.0,1.0,1.0,0.0,13,20
11281,2C,2H,AH,8D,,,0.0,0.0,1.0,1.0,13,20
11282,5C,JH,,,,,0.0,0.0,1.0,1.0,15,17
11283,4D,10H,,,,,1.0,1.0,1.0,0.0,21,12
11284,KS,JS,,,,,1.0,0.0,0.0,1.0,30,9
11285,6C,7C,,,,,1.0,0.0,0.0,1.0,23,13
11286,8S,5S,,,,,1.0,1.0,1.0,0.0,18,20
11287,8S,5S,5H,,,,0.0,0.0,1.0,1.0,18,20
11288,AD,5D,,,,,1.0,1.0,1.0,0.0,9,14
11289,AD,5D,3D,,,,0.0,1.0,0.0,1.0,19,22
11290,7D,KH,,,,,0.0,0.0,1.0,1.0,17,20
11291,2H,KD,,,,,0.0,0.0,1.0,1.0,12,18
11292,7H,QC,,,,,0.0,1.0,0.0,1.0,17,23
11293,3H,9S,,,,,1.0,1.0,1.0,0.0,17,7
11294,3H,9S,5C,,,,0.0,0.0,1.0,1.0,17,18
11295,10H,8S,,,,,1.0,0.0,0.0,1.0,26,17
11296,7H,2D,,,,,0.0,0.0,1.0,1.0,9,11
11297,7C,7D,,,,,0.0,0.0,1.0,1.0,14,21
11298,AD,4H,,,,,1.0,1.0,1.0,0.0,6,8
11299,AD,4H,AS,,,,1.0,1.0,1.0,0.0,16,8
11300,AD,4H,AS,10C,,,0.0,1.0,0.0,1.0,16,23
11301,2H,QC,,,,,0.0,0.0,1.0,1.0,12,20
11302,8C,KD,,,,,1.0,0.0,0.0,1.0,24,14
11303,6D,3C,,,,,0.0,0.0,1.0,1.0,9,20
11304,9S,6C,,,,,1.0,1.0,1.0,0.0,17,20
11305,9S,6C,2D,,,,1.0,0.0,0.0,1.0,27,20
11306,5D,KH,,,,,0.0,1.0,0.0,1.0,15,25
11307,QD,4H,,,,,0.0,1.0,0.0,1.0,14,22
11308,8H,7C,,,,,1.0,0.0,0.0,1.0,25,17
11309,10S,KC,,,,,0.0,1.0,0.0,1.0,20,28
11310,9S,KD,,,,,1.0,0.0,0.0,1.0,23,14
11311,QD,6H,,,,,1.0,1.0,1.0,0.0,19,12
11312,QD,6H,3D,,,,0.0,1.0,0.0,1.0,19,22
11313,KC,2D,,,,,0.0,0.0,1.0,1.0,12,14
11314,2D,JC,,,,,0.0,0.0,1.0,1.0,12,17
11315,9D,5C,,,,,1.0,1.0,1.0,0.0,16,20
11316,9D,5C,2H,,,,0.0,0.0,1.0,1.0,16,20
11317,4C,5H,,,,,1.0,1.0,1.0,0.0,13,12
11318,4C,5H,4H,,,,1.0,1.0,1.0,0.0,20,12
11319,4C,5H,4H,7C,,,1.0,0.0,0.0,1.0,24,12
11320,2S,AH,,,,,0.0,0.0,1.0,1.0,13,15
11321,2C,3H,,,,,0.0,0.0,1.0,1.0,5,18
11322,8S,8H,,,,,1.0,0.0,0.0,1.0,23,20
11323,3S,JC,,,,,1.0,1.0,1.0,0.0,15,15
11324,3S,JC,2S,,,,1.0,0.0,0.0,1.0,25,15
11325,JS,4H,,,,,1.0,1.0,1.0,0.0,17,15
11326,JS,4H,3S,,,,1.0,1.0,1.0,0.0,18,15
11327,JS,4H,3S,AS,,,0.0,1.0,0.0,1.0,18,22
11328,9S,4H,,,,,0.0,0.0,1.0,1.0,13,20
11329,2D,7H,,,,,1.0,1.0,1.0,0.0,15,8
11330,2D,7H,6C,,,,0.0,0.0,1.0,1.0,15,18
11331,AC,4H,,,,,1.0,1.0,1.0,0.0,8,19
11332,AC,4H,3S,,,,0.0,0.0,1.0,1.0,18,19
11333,8C,6H,,,,,1.0,0.0,0.0,1.0,24,6
11334,2H,JH,,,,,1.0,0.0,0.0,1.0,22,21
11335,5C,2D,,,,,0.0,0.0,1.0,1.0,7,14
11336,3H,4S,,,,,0.0,0.0,1.0,1.0,7,15
11337,3S,AC,,,,,1.0,1.0,1.0,0.0,14,16
11338,3S,AC,10D,,,,1.0,1.0,1.0,0.0,18,16
11339,3S,AC,10D,4S,,,1.0,1.0,1.0,0.0,19,16
11340,3S,AC,10D,4S,AS,,1.0,0.0,0.0,1.0,29,16
11341,8D,7C,,,,,1.0,1.0,1.0,0.0,21,17
11342,4S,QD,,,,,0.0,0.0,1.0,1.0,14,17
11343,10C,3H,,,,,1.0,0.0,0.0,1.0,23,14
11344,8H,5C,,,,,0.0,0.0,1.0,1.0,13,20
11345,4S,7H,,,,,0.0,0.0,1.0,1.0,11,12
11346,7H,6D,,,,,0.0,0.0,1.0,1.0,13,15
11347,7C,6S,,,,,0.0,1.0,0.0,1.0,13,23
11348,JC,10D,,,,,1.0,0.0,0.0,1.0,23,12
11349,KC,4S,,,,,0.0,0.0,1.0,1.0,14,19
11350,5D,5C,,,,,1.0,1.0,1.0,0.0,11,11
11351,QS,KS,,,,,0.0,1.0,0.0,1.0,20,23
11352,7D,2C,,,,,1.0,1.0,1.0,0.0,19,19
11353,7D,2C,10H,,,,1.0,0.0,0.0,1.0,29,19
11354,QH,4C,,,,,0.0,0.0,1.0,1.0,14,20
11355,7H,JS,,,,,0.0,0.0,1.0,1.0,17,21
11356,3S,KD,,,,,0.0,0.0,1.0,1.0,13,21
11357,KD,5D,,,,,1.0,0.0,0.0,1.0,25,12
11358,AH,7D,,,,,0.0,1.0,0.0,1.0,18,22
11359,8S,9D,,,,,1.0,0.0,0.0,1.0,27,12
11360,9H,2H,,,,,0.0,0.0,1.0,1.0,11,12
11361,3D,4S,,,,,1.0,1.0,1.0,0.0,15,13
11362,3D,4S,8H,,,,1.0,0.0,0.0,1.0,25,13
11363,QH,6D,,,,,1.0,0.0,0.0,1.0,26,16
11364,10S,8C,,,,,0.0,1.0,0.0,1.0,18,25
11365,2D,QC,,,,,1.0,1.0,1.0,0.0,18,19
11366,2D,QC,6C,,,,1.0,0.0,0.0,1.0,28,19
11367,7D,9H,,,,,1.0,0.0,0.0,1.0,24,18
11368,6C,5H,,,,,0.0,0.0,1.0,1.0,11,17
11369,4D,4C,,,,,1.0,1.0,1.0,0.0,18,16
11370,4D,4C,JC,,,,0.0,1.0,0.0,1.0,18,25
11371,2C,9D,,,,,0.0,0.0,1.0,1.0,11,12
11372,JD,7S,,,,,1.0,0.0,0.0,1.0,27,12
11373,QS,7S,,,,,0.0,0.0,1.0,1.0,17,20
11374,AH,2D,,,,,0.0,0.0,1.0,1.0,13,20
11375,10C,QC,,,,,1.0,0.0,0.0,1.0,30,13
11376,QC,2C,,,,,0.0,0.0,1.0,1.0,12,13
11377,5S,7C,,,,,0.0,0.0,1.0,1.0,12,14
11378,5C,KS,,,,,1.0,1.0,1.0,0.0,19,8
11379,5C,KS,4H,,,,1.0,0.0,0.0,1.0,28,18
11380,10C,3S,,,,,0.0,0.0,1.0,1.0,13,18
11381,9C,QS,,,,,1.0,0.0,0.0,1.0,22,12
11382,KD,9S,,,,,0.0,1.0,0.0,1.0,19,22
11383,QD,7D,,,,,0.0,0.0,1.0,1.0,17,18
11384,JD,KD,,,,,0.0,1.0,0.0,1.0,20,26
11385,4S,7C,,,,,1.0,1.0,1.0,0.0,21,9
11386,5H,KH,,,,,1.0,0.0,0.0,1.0,25,19
11387,AH,9H,,,,,1.0,1.0,1.0,0.0,20,17
11388,AH,9H,QS,,,,1.0,0.0,0.0,1.0,23,17
11389,QS,2D,,,,,0.0,0.0,1.0,1.0,12,20
11390,9C,3S,,,,,0.0,0.0,1.0,1.0,12,16
11391,6D,3S,,,,,1.0,1.0,1.0,0.0,11,13
11392,6D,3S,2D,,,,0.0,0.0,1.0,1.0,11,13
11393,4C,8H,,,,,1.0,0.0,0.0,1.0,22,19
11394,3H,2H,,,,,0.0,0.0,1.0,1.0,5,12
11395,KD,JH,,,,,0.0,1.0,0.0,1.0,20,22
11396,10H,JD,,,,,1.0,0.0,0.0,1.0,30,12
11397,2S,10D,,,,,1.0,1.0,1.0,0.0,13,8
11398,2S,10D,AC,,,,0.0,0.0,1.0,1.0,13,18
11399,10S,JS,,,,,0.0,1.0,0.0,1.0,20,24
11400,2S,8S,,,,,1.0,1.0,1.0,0.0,13,16
11401,2S,8S,3S,,,,0.0,0.0,1.0,1.0,13,16
11402,AD,5D,,,,,0.0,1.0,0.0,1.0,16,22
11403,10C,5H,,,,,0.0,0.0,1.0,1.0,15,18
11404,2D,2H,,,,,0.0,0.0,1.0,1.0,4,18
11405,6C,2D,,,,,0.0,0.0,1.0,1.0,8,9
11406,5S,5H,,,,,1.0,1.0,1.0,0.0,20,5
11407,5S,5H,10C,,,,0.0,1.0,0.0,1.0,20,27
11408,KD,JH,,,,,1.0,0.0,0.0,1.0,25,16
11409,8S,2S,,,,,1.0,1.0,1.0,0.0,14,9
11410,8S,2S,4C,,,,0.0,0.0,1.0,1.0,14,21
11411,5H,6S,,,,,1.0,1.0,1.0,0.0,12,9
11412,5H,6S,AD,,,,0.0,0.0,1.0,1.0,12,16
11413,10D,QS,,,,,0.0,1.0,0.0,1.0,20,23
11414,4D,9H,,,,,0.0,0.0,1.0,1.0,13,15
11415,KD,5D,,,,,1.0,0.0,0.0,1.0,25,20
11416,7H,8S,,,,,1.0,0.0,0.0,1.0,23,21
11417,KC,4H,,,,,1.0,1.0,1.0,0.0,19,19
11418,KC,4H,5C,,,,0.0,1.0,0.0,1.0,19,29
11419,4D,AS,,,,,0.0,0.0,1.0,1.0,15,19
11420,9D,9H,,,,,0.0,1.0,0.0,1.0,18,22
11421,6H,4C,,,,,1.0,1.0,1.0,0.0,12,5
11422,6H,4C,2D,,,,1.0,0.0,0.0,1.0,22,5
11423,5D,10C,,,,,1.0,1.0,1.0,0.0,19,12
11424,5D,10C,4H,,,,0.0,0.0,1.0,1.0,19,21
11425,7D,9S,,,,,0.0,0.0,1.0,1.0,16,20
11426,4D,QD,,,,,0.0,0.0,1.0,1.0,14,19
11427,7H,AD,,,,,1.0,1.0,1.0,0.0,16,12
11428,7H,AD,8H,,,,0.0,0.0,1.0,1.0,16,18
11429,3C,7C,,,,,0.0,0.0,1.0,1.0,10,16
11430,JD,QD,,,,,1.0,0.0,0.0,1.0,30,19
11431,2S,AC,,,,,0.0,0.0,1.0,1.0,13,20
11432,AC,3H,,,,,0.0,0.0,1.0,1.0,14,19
11433,9D,KH,,,,,0.0,1.0,0.0,1.0,19,27
11434,5H,10D,,,,,1.0,1.0,1.0,0.0,19,16
11435,5H,10D,4D,,,,0.0,1.0,0.0,1.0,19,26
11436,AC,2H,,,,,1.0,1.0,1.0,0.0,7,19
11437,AC,2H,4S,,,,0.0,0.0,1.0,1.0,17,19
11438,10H,QD,,,,,0.0,1.0,0.0,1.0,20,28
11439,3D,5H,,,,,0.0,0.0,1.0,1.0,8,20
11440,9S,5S,,,,,1.0,0.0,0.0,1.0,24,20
11441,2C,8C,,,,,0.0,0.0,1.0,1.0,10,19
11442,5C,4D,,,,,0.0,0.0,1.0,1.0,9,13
11443,4H,7H,,,,,1.0,1.0,1.0,0.0,20,16
11444,4H,7H,9D,,,,0.0,1.0,0.0,1.0,20,23
11445,5C,9H,,,,,0.0,0.0,1.0,1.0,14,19
11446,AH,7H,,,,,1.0,1.0,1.0,0.0,15,18
11447,AH,7H,7D,,,,0.0,0.0,1.0,1.0,15,18
11448,4H,9H,,,,,0.0,0.0,1.0,1.0,13,16
11449,6D,3S,,,,,0.0,0.0,1.0,1.0,9,16
11450,QS,JH,,,,,0.0,1.0,0.0,1.0,20,24
11451,JH,10S,,,,,1.0,1.0,1.0,0.0,21,20
11452,7C,JS,,,,,0.0,0.0,1.0,1.0,17,19
11453,9C,7H,,,,,1.0,0.0,0.0,1.0,22,14
11454,4H,2S,,,,,0.0,0.0,1.0,1.0,6,15
11455,AS,5C,,,,,0.0,0.0,1.0,1.0,16,21
11456,AH,AD,,,,,1.0,1.0,1.0,0.0,4,15
11457,AH,AD,2H,,,,1.0,1.0,1.0,0.0,8,15
11458,AH,AD,2H,4H,,,1.0,1.0,1.0,0.0,18,15
11459,AH,AD,2H,4H,QS,,0.0,1.0,0.0,1.0,18,25
11460,7H,QD,,,,,0.0,1.0,0.0,1.0,17,27
11461,JC,8D,,,,,1.0,0.0,0.0,1.0,25,13
11462,5H,4H,,,,,0.0,0.0,1.0,1.0,9,21
11463,7H,KC,,,,,0.0,1.0,0.0,1.0,17,24
11464,9C,7C,,,,,0.0,0.0,1.0,1.0,16,20
11465,7H,10D,,,,,0.0,1.0,0.0,1.0,17,23
11466,3H,4C,,,,,1.0,1.0,1.0,0.0,12,16
11467,3H,4C,5S,,,,1.0,1.0,1.0,0.0,18,16
11468,3H,4C,5S,6D,,,0.0,1.0,0.0,1.0,18,24
11469,8S,QH,,,,,0.0,0.0,1.0,1.0,18,21
11470,3S,4C,,,,,0.0,0.0,1.0,1.0,7,12
11471,9S,4H,,,,,1.0,1.0,1.0,0.0,19,13
11472,9S,4H,6C,,,,1.0,1.0,1.0,0.0,21,13
11473,2H,7D,,,,,1.0,1.0,1.0,0.0,14,20
11474,2H,7D,5S,,,,0.0,0.0,1.0,1.0,14,20
11475,KC,4H,,,,,0.0,0.0,1.0,1.0,14,16
11476,4H,KC,,,,,1.0,1.0,1.0,0.0,20,13
11477,4H,KC,6H,,,,1.0,0.0,0.0,1.0,23,13
11478,5D,3H,,,,,1.0,1.0,1.0,0.0,14,9
11479,5D,3H,6C,,,,0.0,0.0,1.0,1.0,14,19
11480,4H,2C,,,,,0.0,0.0,1.0,1.0,6,13
11481,5H,10D,,,,,1.0,1.0,1.0,0.0,20,12
11482,5H,10D,5S,,,,0.0,1.0,0.0,1.0,20,22
11483,5H,KS,,,,,0.0,0.0,1.0,1.0,15,20
11484,7H,8C,,,,,0.0,0.0,1.0,1.0,15,19
11485,JD,3C,,,,,0.0,0.0,1.0,1.0,13,21
11486,3S,6C,,,,,0.0,0.0,1.0,1.0,9,16
11487,AD,4S,,,,,1.0,1.0,1.0,0.0,8,19
11488,AD,4S,3D,,,,1.0,1.0,1.0,0.0,15,19
11489,AD,4S,3D,7C,,,0.0,0.0,1.0,1.0,15,19
11490,8C,JS,,,,,0.0,0.0,1.0,1.0,18,20
11491,AC,5H,,,,,1.0,1.0,1.0,0.0,13,16
11492,AC,5H,7S,,,,0.0,0.0,1.0,1.0,13,16
11493,3H,5H,,,,,0.0,0.0,1.0,1.0,8,20
11494,QD,10C,,,,,0.0,1.0,0.0,1.0,20,26
11495,3H,KC,,,,,0.0,0.0,1.0,1.0,13,20
11496,6D,2H,,,,,0.0,0.0,1.0,1.0,8,13
11497,5C,KH,,,,,0.0,1.0,0.0,1.0,15,25
11498,QD,8C,,,,,0.0,1.0,0.0,1.0,18,25
11499,QS,3S,,,,,0.0,0.0,1.0,1.0,13,15
11500,3S,QC,,,,,0.0,0.0,1.0,1.0,13,16
11501,8C,KS,,,,,1.0,0.0,0.0,1.0,26,17
11502,4H,3S,,,,,1.0,1.0,1.0,0.0,15,17
11503,4H,3S,8H,,,,0.0,0.0,1.0,1.0,15,17
11504,8S,2D,,,,,0.0,0.0,1.0,1.0,10,15
11505,4C,QC,,,,,0.0,0.0,1.0,1.0,14,17
11506,10D,3H,,,,,1.0,0.0,0.0,1.0,23,10
11507,6H,8S,,,,,1.0,0.0,0.0,1.0,23,17
11508,9S,6D,,,,,1.0,0.0,0.0,1.0,23,16
11509,6H,2S,,,,,0.0,0.0,1.0,1.0,8,14
11510,2C,9C,,,,,1.0,1.0,1.0,0.0,21,14
11511,5D,10D,,,,,0.0,0.0,1.0,1.0,15,20
11512,7S,5S,,,,,1.0,1.0,1.0,0.0,14,15
11513,7S,5S,2C,,,,1.0,0.0,0.0,1.0,22,15
11514,KD,10C,,,,,0.0,1.0,0.0,1.0,20,22
11515,5S,KC,,,,,0.0,0.0,1.0,1.0,15,21
11516,JC,6H,,,,,1.0,0.0,0.0,1.0,24,19
11517,7C,5S,,,,,1.0,1.0,1.0,0.0,17,9
11518,7C,5S,5D,,,,0.0,0.0,1.0,1.0,17,19
11519,5H,10C,,,,,1.0,1.0,1.0,0.0,21,10
11520,7C,9S,,,,,1.0,0.0,0.0,1.0,26,10
11521,10H,10C,,,,,1.0,0.0,0.0,1.0,24,13
11522,8D,6S,,,,,1.0,1.0,1.0,0.0,15,9
11523,8D,6S,AS,,,,0.0,0.0,1.0,1.0,15,19
11524,AD,8S,,,,,0.0,0.0,1.0,1.0,19,21
11525,2D,6D,,,,,0.0,0.0,1.0,1.0,8,14
11526,6S,7C,,,,,0.0,0.0,1.0,1.0,13,19
11527,4D,6S,,,,,0.0,0.0,1.0,1.0,10,20
11528,4D,6D,,,,,0.0,0.0,1.0,1.0,10,13
11529,4D,7H,,,,,1.0,1.0,1.0,0.0,16,19
11530,4D,7H,5H,,,,0.0,0.0,1.0,1.0,16,19
11531,6C,6S,,,,,0.0,0.0,1.0,1.0,12,20
11532,7C,3D,,,,,0.0,0.0,1.0,1.0,10,11
11533,3C,QD,,,,,0.0,0.0,1.0,1.0,13,20
11534,8S,JD,,,,,0.0,0.0,1.0,1.0,18,19
11535,6C,8S,,,,,0.0,0.0,1.0,1.0,14,20
11536,9D,JS,,,,,0.0,0.0,1.0,1.0,19,21
